id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,bldgtype,landslope,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,masvnrtype,masvnrarea,exterqual,extercond,foundation,mosold,yrsold,saletype,salecondition,saleprice,lotshape_r,lotshape_desc,landcontour_r,landcontour_desc,bldgtype_r,bldgtype_desc,landslope_r,landslope_desc,housestyle_r,housestyle_desc,roofstyle_r,roofstyle_desc,roofmatl_r,roofmatl_desc,exterior1st_r,exterior1st_desc,masvnrtype_r,masvnrtype_desc,exterqual_r,exterqual_desc,extercond_r,extercond_desc,foundation_r,foundation_desc,saletype_r,saletype_desc,salecondition_r,salecondition_desc,monthyear
1089,160,RM,24.0,2522,Reg,Lvl,Twnhs,Gtl,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,Stone,50.0,Gd,TA,PConc,4,2006,WD,Normal,137500,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-04-01
1090,120,FV,37.0,3316,IR1,Lvl,TwnhsE,Gtl,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,None,0.0,Gd,TA,PConc,4,2006,WD,Normal,197000,1,Slightly Irregular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-04-01
1091,90,RL,60.0,8544,Reg,Lvl,Duplex,Gtl,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,None,0.0,TA,TA,Slab,6,2009,WD,Normal,92900,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,0.0,Average,0.0,Average,3,Slab,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
1092,160,FV,24.0,2160,Reg,Lvl,Twnhs,Gtl,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,BrkFace,212.0,Gd,TA,PConc,3,2008,WD,Normal,160000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-03-01
1093,50,RL,60.0,8400,Reg,Bnk,1Fam,Gtl,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,PConc,6,2008,WD,Normal,136500,0,Regular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
1094,20,RL,71.0,9230,Reg,Lvl,1Fam,Gtl,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,BrkFace,166.0,TA,TA,CBlock,10,2006,WD,Normal,146000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-10-01
1095,20,RL,74.0,5868,Reg,Lvl,1Fam,Gtl,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,5,2010,WD,Normal,129000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-05-01
1096,20,RL,78.0,9317,IR1,Lvl,1Fam,Gtl,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,3,2007,WD,Normal,176432,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-03-01
1097,70,RM,60.0,6882,Reg,Lvl,1Fam,Gtl,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,3,2007,WD,Normal,127000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-03-01
1098,120,RL,,3696,Reg,Lvl,TwnhsE,Gtl,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,None,0.0,Gd,TA,CBlock,10,2007,WD,Normal,170000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-10-01
1099,50,RM,50.0,6000,Reg,Lvl,1Fam,Gtl,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,7,2009,WD,Normal,128000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
1100,20,RL,82.0,11880,IR1,Lvl,1Fam,Gtl,1Story,7,5,1978,1978,Gable,CompShg,Plywood,BrkFace,206.0,TA,TA,CBlock,4,2009,COD,Abnorml,157000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,4,Court Officer Deed/Estate,1,"Abnormal Sale -  trade, foreclosure, short sale",2009-04-01
1101,30,RL,60.0,8400,Reg,Bnk,1Fam,Gtl,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,1,2009,WD,Normal,60000,0,Regular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-01-01
1102,20,RL,61.0,9758,IR1,Lvl,1Fam,Gtl,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,7,2007,WD,Normal,119500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
1103,20,RL,70.0,7000,Reg,Lvl,1Fam,Gtl,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,4,2007,WD,Family,135000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,4,Sale between family members,2007-04-01
1104,20,RL,79.0,8910,Reg,Lvl,1Fam,Gtl,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,None,0.0,TA,TA,CBlock,7,2006,WD,Normal,159500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
1105,160,RM,24.0,2016,Reg,Lvl,TwnhsE,Gtl,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,BrkFace,304.0,TA,TA,CBlock,4,2007,WD,Normal,106000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-04-01
1106,60,RL,98.0,12256,IR1,Lvl,1Fam,Gtl,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,BrkFace,362.0,Gd,TA,PConc,4,2010,WD,Normal,325000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-04-01
1107,20,RL,114.0,10357,IR1,Lvl,1Fam,Gtl,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,None,0.0,Gd,TA,PConc,5,2007,WD,Normal,179900,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
1108,60,RL,168.0,23257,IR3,HLS,1Fam,Gtl,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,9,2006,New,Partial,274725,3,Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-09-01
1109,60,RL,,8063,Reg,Lvl,1Fam,Gtl,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,11,2007,WD,Abnorml,181000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2007-11-01
1110,20,RL,107.0,11362,IR1,Lvl,1Fam,Gtl,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,Stone,42.0,Gd,TA,PConc,3,2009,WD,Normal,280000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-03-01
1111,60,RL,,8000,Reg,Lvl,1Fam,Gtl,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,6,2008,WD,Normal,188000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
1112,60,RL,80.0,10480,Reg,Lvl,1Fam,Gtl,2Story,7,6,1976,1976,Hip,CompShg,Plywood,BrkFace,660.0,TA,TA,CBlock,9,2008,WD,Normal,205000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Plywood,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-09-01
1113,20,RL,73.0,7100,IR1,Lvl,1Fam,Gtl,1Story,5,7,1957,1957,Gable,CompShg,WdShing,None,0.0,TA,TA,CBlock,7,2006,WD,Normal,129900,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Shingles,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
1114,20,RL,66.0,8923,Reg,Lvl,1Fam,Gtl,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,5,2007,WD,Normal,134500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
1115,20,RL,90.0,5400,Reg,Lvl,1Fam,Gtl,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,8,2006,WD,Normal,117000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-08-01
1116,20,RL,93.0,12085,Reg,Lvl,1Fam,Gtl,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,Stone,328.0,Gd,TA,PConc,11,2007,New,Partial,318000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2007-11-01
1117,80,RL,,7750,Reg,Lvl,1Fam,Gtl,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,None,0.0,Gd,TA,PConc,3,2009,WD,Normal,184100,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-03-01
1118,20,RL,57.0,9764,IR1,Lvl,1Fam,Gtl,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,5,2008,WD,Normal,130000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-05-01
1119,80,RL,85.0,13825,Reg,Lvl,1Fam,Gtl,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,12,2008,WD,Normal,140000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-12-01
1120,20,RL,70.0,7560,Reg,Lvl,1Fam,Gtl,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,None,0.0,TA,TA,CBlock,7,2006,WD,Normal,133700,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
1121,30,RM,59.0,8263,Reg,Bnk,1Fam,Mod,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,None,0.0,TA,TA,BrkTil,5,2007,WD,Normal,118400,0,Regular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,1,Moderate Slope,0,One story,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
1122,20,RL,84.0,10084,Reg,Lvl,1Fam,Gtl,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,196.0,Gd,TA,PConc,7,2006,New,Partial,212900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-07-01
1123,20,RL,,8926,IR1,Lvl,1Fam,Gtl,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,None,0.0,TA,TA,CBlock,10,2009,COD,Abnorml,112000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,0,Asbestos Shingles,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,4,Court Officer Deed/Estate,1,"Abnormal Sale -  trade, foreclosure, short sale",2009-10-01
1124,20,RL,50.0,9405,Reg,Lvl,1Fam,Gtl,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,None,0.0,TA,Ex,CBlock,6,2009,WD,Normal,118000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,2.0,Excellent,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
1125,80,RL,,9125,IR1,Lvl,1Fam,Gtl,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,BrkFace,170.0,TA,TA,PConc,7,2007,WD,Normal,163900,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
1126,20,RL,60.0,10434,Reg,Lvl,1Fam,Gtl,1Story,4,5,1955,1955,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,11,2009,WD,Normal,115000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-11-01
1127,120,RL,53.0,3684,Reg,Lvl,TwnhsE,Gtl,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,BrkFace,130.0,Gd,TA,PConc,6,2009,WD,Normal,174000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
1128,20,RL,182.0,14572,IR3,Lvl,1Fam,Gtl,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,None,0.0,Gd,TA,PConc,11,2007,WD,Family,259000,3,Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,4,Sale between family members,2007-11-01
1129,60,RL,59.0,11796,IR1,Lvl,1Fam,Gtl,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,7,2007,WD,Normal,215000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
1130,90,RM,60.0,7200,Reg,Lvl,Duplex,Gtl,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,BrkFace,180.0,TA,TA,CBlock,8,2007,WD,Normal,140000,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,7,Split Foyer,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-08-01
1131,50,RL,65.0,7804,Reg,Lvl,1Fam,Gtl,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,None,0.0,TA,TA,BrkTil,12,2009,WD,Normal,135000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Wood Shingles,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2009-12-01
1132,20,RL,63.0,10712,Reg,Lvl,1Fam,Gtl,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,9,2007,Oth,Abnorml,93500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,9,Other,1,"Abnormal Sale -  trade, foreclosure, short sale",2007-09-01
1133,70,RM,90.0,9900,Reg,Lvl,1Fam,Gtl,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,5,2007,WD,Normal,117500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
1134,60,RL,80.0,9828,IR1,Lvl,1Fam,Gtl,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,6,2009,WD,Normal,239500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
1135,60,RL,57.0,8773,IR1,HLS,1Fam,Gtl,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,8,2007,WD,Normal,169000,1,Slightly Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-08-01
1136,30,RM,60.0,6180,Reg,Lvl,1Fam,Gtl,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,5,2007,WD,Normal,102000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
1137,50,RL,80.0,9600,Reg,Lvl,1Fam,Gtl,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,4,2008,WD,Abnorml,119000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2008-04-01
1138,50,RL,54.0,6342,Reg,Lvl,1Fam,Gtl,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,None,0.0,TA,Gd,CBlock,5,2010,WD,Normal,94000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-05-01
1139,20,RL,,9819,IR1,Lvl,1Fam,Mod,1Story,6,5,1977,1977,Gable,CompShg,Plywood,None,0.0,TA,TA,PConc,5,2009,WD,Normal,196000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,1,Moderate Slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-05-01
1140,30,RL,98.0,8731,IR1,Lvl,1Fam,Gtl,1Story,5,5,1920,1950,Gable,CompShg,Stucco,None,0.0,TA,Fa,BrkTil,5,2007,WD,Normal,144000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Stucco,3.0,None,0.0,Average,,,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
1141,20,RL,60.0,7350,Reg,Lvl,1Fam,Gtl,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,6,2008,COD,Abnorml,139000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,4,Court Officer Deed/Estate,1,"Abnormal Sale -  trade, foreclosure, short sale",2008-06-01
1142,60,RL,,10304,IR1,Lvl,1Fam,Gtl,2Story,5,7,1976,1976,Gable,CompShg,Plywood,BrkFace,44.0,TA,Gd,CBlock,10,2009,WD,Normal,197500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Plywood,1.0,Brick Face,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-10-01
1143,60,RL,77.0,9965,Reg,Lvl,1Fam,Gtl,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,Stone,340.0,Gd,TA,PConc,4,2007,New,Partial,424870,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2007-04-01
1144,20,RL,,9000,Reg,Lvl,1Fam,Gtl,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,7,2008,WD,Normal,80000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-07-01
1145,190,RL,60.0,12180,Reg,Lvl,2fmCon,Gtl,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,None,0.0,TA,Fa,BrkTil,7,2010,WD,Normal,80000,0,Regular,0,Near Flat/Level,1,Two-family Conversion,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,,,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2010-07-01
